what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1333454690914
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1333454690928
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1333454690944
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1333454690957
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454692265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454697322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454700999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454702926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454704378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454707426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454721304
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454730466
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333454730891
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333454731022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333454745988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333454752444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333576148387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333576155886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333576157417
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333576158291
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333576163088
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333576163908
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333667389236
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1333667389524
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333667389959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333667393713
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333667454258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333667634732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333667637219
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333715990574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333715991186
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333716006895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333716008584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333772711874
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333772834809
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333772840177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333772850842
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333772851143
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333772851280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773006920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773016178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773022798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773033405
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773058605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773065845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773075699
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773077846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773079805
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773090951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773094647
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773098905
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773108535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773135370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773140009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773142667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773213197
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333773220420
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773226054
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773242639
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773243026
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773243154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773254713
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773286514
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773286653
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773296957
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773297094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773320788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773330577
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773332399
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333773360269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773368875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773386966
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773387379
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773387537
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773394906
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773395046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773432459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773434328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773441768
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333773459418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773464797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773485231
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773485651
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773485762
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773487454
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773487588
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773555101
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773561353
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333773569484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773574112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773579166
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773579275
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333773579384
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773583000
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1333773583092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773594915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773612407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333773625998
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333773633933
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333773635091
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333773644600
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333773650680
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1333773650757
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.DebugLast",1333773661886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333773670507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774138874
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333774140993
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774154991
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774158503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774165664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774177533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774200691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774209424
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333774209730
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333774209834
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774305066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774318096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774330738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333774338241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774341691
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333774347488
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774361733
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774367048
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774374119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774385634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774438549
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333774444322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774452878
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774560149
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333774560538
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333774560627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774596677
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333774600284
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774632731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333774642155
